time,c,v,f_H,f_P,dwell_time,omega_H,omega_P,model,scenario,replicate,theta_c,theta_v
0.5395127116529049,0.5066517222383168,0.5,0.2964196871964757,0.2925280564397717,0.5395127116529049,18535.210104972233,0.0,EI,acute,0,,
16.279526389877987,0.518498188787317,0.5,0.30039230304087705,0.28967536390382176,15.740013678225083,1228.5368930571822,0.0,EI,acute,0,,
18.42311644907038,0.5296694618619635,0.5,0.30402801057043016,0.2869978660858331,2.1435900591923946,1628.3889023089184,0.0,EI,acute,0,,
28.281069693607833,0.5296694618619635,0.4263263304150433,0.3565910953223341,0.28701706266590543,9.857953244537452,1060.7802061320358,35359.340204401204,EI,acute,0,,
57.44118399380157,0.5419949763492494,0.4263263304150433,0.3605091603667082,0.28357190403386645,29.160114300193744,696.36446400464,17409.111600116,EI,acute,0,,
65.04823437265566,0.5548276469232877,0.4263263304150433,0.3644091715636909,0.2800098836888251,7.6070503788540895,768.6603597092892,15373.207194185783,EI,acute,0,,
65.56552732910528,0.5760868401871673,0.4263263304150433,0.3704591232391765,0.2741539427076997,0.5172929564496266,915.1150235353982,15251.917058923307,EI,acute,0,,
71.10279492465544,0.5931855100635579,0.4263263304150433,0.3749420243878955,0.2694733007867168,5.537267595550159,984.4901187032922,14064.144552904178,EI,acute,0,,
74.28836743414519,0.617777969479719,0.4263263304150433,0.38076247762417753,0.26276280130540447,3.1855725094897456,1076.8846009980423,13461.05751247553,EI,acute,0,,
84.64102476611093,0.6316678237383576,0.4263263304150433,0.38370602811417065,0.2589715302513236,10.352657331965741,1063.314145656712,11814.601618407913,EI,acute,0,,
89.08874346606954,0.6678890912390638,0.4263263304150433,0.3901109741694881,0.2490152665373974,4.447718699958614,1122.4762521834184,11224.762521834185,EI,acute,0,,
89.14627395164044,0.7382697058478077,0.4263263304150433,0.3962036980181312,0.22879452771120562,0.05753048557088661,1233.9270492196356,11217.518629269416,EI,acute,0,,
175.31465730570673,0.7382697058478077,0.47318443570622026,0.3657734435280698,0.23443776590208668,86.1683833540663,627.4432558182692,11408.059196695804,EI,acute,0,,
206.03400238604655,0.7382697058478077,0.473674888401744,0.3654532332359596,0.2344753117972106,30.719345080339828,533.8924555763383,14560.703333900137,EI,acute,0,,
214.08740536855694,0.7382697058478077,0.474214134041874,0.3651011256894838,0.23451607560915347,8.053402982510388,513.8088310091075,18683.95749124027,EI,acute,0,,
228.51119037640876,0.7382697058478077,0.4745914333776281,0.3648547375997836,0.23454427497231684,14.42378500785183,481.3768609643522,21880.766407470557,EI,acute,0,,
237.09050142394184,0.7659816289170849,0.4745914333776281,0.3653811649010535,0.22638502574106673,8.579311047533086,506.1358374677862,21088.993227824427,EI,acute,0,,
424.414974259373,0.7659816289170849,0.4749478932186101,0.365156135659677,0.22641553110431822,187.32447283543115,282.74214388091355,14137.107194045677,EI,acute,0,,
463.8722480416792,0.7659816289170849,0.47529246082182564,0.36493858712915433,0.2264448030831712,39.457273782306146,258.6919140946884,15090.361655523493,EI,acute,0,,
579.6702581994103,0.7659816289170849,0.4756878644920646,0.3646889100117194,0.22647813244903814,115.79801015773116,207.01424317634212,13800.949545089476,EI,acute,0,,
674.174843979732,0.7659816289170849,0.5678994288413135,0.3055012272961414,0.2264988688267603,94.50458578032168,177.99536855102863,13349.652641327148,EI,acute,0,,
693.8278491077432,0.7659816289170849,0.4763995635751447,0.36423942134888687,0.22653741919736867,19.653005128011205,172.95356475149478,14412.79706262457,EI,acute,0,,
720.6248926131896,0.7659816289170849,0.476624245516911,0.3640974954018682,0.22655594793553113,26.79704350544635,166.52214080244153,15264.52957355714,EI,acute,0,,
747.6941535096562,0.7659816289170849,0.47706027496467623,0.36382203462692975,0.2265916483176112,27.069260896466602,160.49343073799602,16049.343073799604,EI,acute,0,,
880.214874602826,0.7659816289170849,0.4773133509823854,0.36366213501408895,0.22661221331689804,132.52072109316973,136.33034765268712,14769.12099570777,EI,acute,0,,
1110.1844726070096,0.7659816289170849,0.47771876101879507,0.3634059574661748,0.2266449183553229,229.96959800418364,108.0901443434151,12610.516840065096,EI,acute,0,,
1292.941208599428,0.7659816289170849,0.5514778625756716,0.31618364109355973,0.2276402879507498,182.75673599241833,92.81164457367535,11601.45557170942,EI,acute,0,,
1294.4320147205385,0.7853837139848459,0.5514778625756716,0.3166115393019203,0.2223171321889484,1.4908061211106578,100.43014883839703,11588.094096738121,EI,acute,0,,
1366.4232248894123,0.7853837139848459,0.5404230461430498,0.32360619980882444,0.22267363727742864,71.99121016887385,95.13889806387205,11709.402838630405,EI,acute,0,,
1396.5881262362163,0.7853837139848459,0.5396516489513552,0.32409298328298397,0.2226902719370636,30.16490134680418,93.0839933869866,12172.522212144406,EI,acute,0,,
1424.4803711594946,0.7853837139848459,0.5382984187119343,0.3249465192713173,0.22271686358532292,27.89224492327815,91.26134872811312,12636.18674696951,EI,acute,0,,
1478.2960485187523,0.7853837139848459,0.5198569951013585,0.33652667300673267,0.22275193881103716,53.81567735925762,87.93908367834743,12852.635306835395,EI,acute,0,,
1480.438887948061,0.7853837139848459,0.5349521922921888,0.32705488731766963,0.2227684708188869,2.1428394293085407,87.81179754901781,13509.50731523351,EI,acute,0,,
1488.8563435885485,0.7853837139848459,0.530288225519287,0.32998824245189984,0.2228068604124667,8.417455640487645,87.31534138434694,14104.785915932967,EI,acute,0,,
1639.105243208268,0.7853837139848459,0.5288291776554815,0.33090463462069125,0.22281086645021042,150.24889961971928,79.311563707914,13421.95693518545,EI,acute,0,,
1900.6336774327685,0.7727656375119446,0.5288291776554815,0.33095300743940315,0.22648212895476064,261.5284342245006,73.65964393277598,11575.086903721942,EI,acute,0,,
1914.7780976717584,0.7727656375119446,0.5240052840693672,0.3340292722453505,0.22650218280144918,14.144420238989847,73.11552189630488,12011.835740107232,EI,acute,0,,
10026.234569103013,0.7740653218253349,0.5240052840693672,0.33403813067214105,0.22612787398884704,8111.456471431255,14.960751112614238,2293.9818372675168,EI,acute,0,,
14329.727556631167,0.7765620121235568,0.5240052840693672,0.3340432061056791,0.22540428500769663,4303.492987528154,11.165599580069715,1605.0549396350216,EI,acute,0,,
14493.624943830793,0.7765620121235568,0.5262102194105511,0.3326445244180645,0.2254049843374232,163.89738719962577,11.039336301928014,1655.9004452892025,EI,acute,0,,
14835.113387557387,0.774519658948107,0.5262102194105511,0.3326379003026808,0.22599486078928083,341.48844372659454,11.459298998760893,1617.7833880603614,EI,acute,0,,
14901.79221809049,0.774519658948107,0.5252186484147504,0.3332686862439382,0.22599675415046938,66.678830533102,11.408023779999779,1677.6505558823208,EI,acute,0,,
18136.1893393644,0.7776262900892323,0.5252186484147504,0.3332720513197107,0.22509616583110115,3234.3971212739084,9.924907411469677,1378.459362704122,EI,acute,0,,
22715.086085974886,0.7776262900892323,0.5252832915367878,0.33323109965550995,0.22509620765185775,4578.896746610486,7.924249078818779,1144.6137558293792,EI,acute,0,,
25584.156516985295,0.7776262900892323,0.5258263382461001,0.3328870346426636,0.22509626115607362,2869.0704310104093,7.035604237077841,1055.3406355616762,EI,acute,0,,
31498.19398727174,0.7775071233179295,0.5258263382461001,0.3328873017118157,0.22513094177295792,5914.0374702864465,6.032091873926039,857.1920031368584,EI,acute,0,,
34555.76982374216,0.7763704440570373,0.5258263382461001,0.33288801390300543,0.22546103697859798,3057.5758364704157,5.78774546231636,781.3456374127085,EI,acute,0,,
37874.49657873528,0.7759252245571276,0.5258263382461001,0.33288739228238384,0.22558998340599967,3318.7267549931175,5.544628152559006,712.8807624718722,EI,acute,0,,
43299.512800787925,0.7759252245571276,0.5252719171292697,0.3332394347687939,0.22559044508958498,5425.01622205265,4.849939096574054,646.6585462098739,EI,acute,0,,
46087.291948795595,0.7803792394478504,0.5252719171292697,0.33322056330469063,0.2242901851640643,2787.779148007667,4.773550163017893,607.5427480204592,EI,acute,0,,
