time,c,v,f_H,f_P,dwell_time,omega_H,omega_P
3.3696467184480214,0.5067528204687923,0.5,0.29645409633795056,0.29250364710718696,3.3696467184480214,2967.6692745215987,0.0
10.621956738359767,0.5132319554811304,0.5,0.2986411278187793,0.29094167328183757,7.2523100199117465,1882.892070618272,0.0
19.342586850710504,0.5217624069858758,0.5,0.3014657928276986,0.2888918296827959,8.720630112350735,1550.9817110070935,0.0
21.206139028354208,0.5293999658561325,0.5,0.30394157484815776,0.287062329477705,1.8635521776437054,1886.2461507146977,0.0
28.993961641997693,0.5358955849571608,0.5,0.30600729202707905,0.285510182036246,7.787822613643483,1724.4969450148599,0.0
124.12943800504209,0.6844687923171249,0.5,0.342021037886381,0.2498441431701662,95.1354763630444,483.36639946920906,0.0
129.97692661491263,0.7160022837248993,0.5,0.3462370003211922,0.2417848435621908,5.847488609870542,538.5571215176861,0.0
131.98053448201406,0.7552942627067536,0.5,0.3490667432486352,0.23107996477934448,2.003607867101437,606.1499880101803,0.0
274.21169836692366,0.7939752969199816,0.5,0.3483714448783979,0.21938430970699802,142.2311638849096,328.213567137304,0.0
275.14675762992493,0.807904336861607,0.5,0.34700790622924965,0.21475804151345437,0.9350592630012639,363.4424061469718,0.0
277.8148992809343,0.7681348207278095,0.5,0.3492775737880919,0.22735434220854003,2.668141651009338,395.94708523108324,0.0
309.8889913308937,0.7549270592085134,0.5,0.3490549890648905,0.2311845792299785,32.074092049959404,387.2354390434954,0.0
335.0557193768592,0.7406209574556867,0.5,0.348367565596649,0.23518613812484016,25.166728045965485,387.9951664570312,0.0
523.1976468078248,0.772559797725252,0.5,0.34925526196452344,0.2260376885989156,188.14192743096558,267.58530086401163,0.0
586.7282849206096,0.772559797725252,0.5646275742744378,0.30793550031470107,0.22505555568335256,63.530638112784764,238.61130161865665,1704.3664401332621
669.6744721491402,0.772559797725252,0.4826662436153451,0.3601641184377097,0.225016966509542,82.94618722853068,209.05679641878962,2986.525663125566
701.5867281136902,0.772559797725252,0.4811539341690849,0.36111245248193014,0.22490256120073043,31.91225596454999,199.54767413696814,4276.021588649318
724.2596461009406,0.772559797725252,0.5724931007962001,0.30283580573041863,0.22441163773367828,22.67291798725037,193.30084253677617,5522.881215336462
772.8317502299278,0.772559797725252,0.47855211748941784,0.3627427099220213,0.22469625321969938,48.572104128987235,181.15197748694476,6469.7134816766
945.6366984995834,0.772559797725252,0.5425528541494984,0.3221650661822559,0.2262498989451774,172.80494826965565,148.04839963813362,6344.93141306287
1147.4843633167582,0.7713476598782784,0.5425528541494984,0.32213531947620294,0.22658451706686272,201.84766481717466,130.720735431819,5228.829417272762
1182.1489800348209,0.7759289412151124,0.5425528541494984,0.3222295816094449,0.22531261550809395,34.66461671806258,135.3467308832262,5075.502408120983
1194.6514792762316,0.7926272751059547,0.5425528541494984,0.3221264628010428,0.220495354221094,12.502499241410824,142.30091604682227,5022.385272240786
1493.9515196516008,0.7893487918056713,0.5425528541494984,0.3222053949847252,0.22146541362460997,299.3000403753691,120.48583739952372,4016.194579984124
