time,c,v,f_H,f_P,dwell_time,omega_H,omega_P
4.252762519372211,0.5108894488590471,0.5,1.4419537951717591,0.3526374077381239,4.252762519372211,2351.412194552541,0.0
4.253923096688971,0.5253825360194312,0.5,1.4593134120666218,0.34630781539394545,0.0011605773167602963,4701.541340515911,0.0
4.792743930020411,0.5338449478557596,0.5,1.4692567626354525,0.3424507313998036,0.5388208333314395,6259.461005756514,0.0
9.105487658376727,0.5484161929931296,0.5,1.4859575136112897,0.33551717552352484,4.312743728356316,4392.954788121274,0.0
35.65346486710967,0.5565714295116582,0.5,1.495027649460835,0.3314689867204819,26.54797720873294,1402.388205016697,0.0
36.27905955603578,0.5726089905280056,0.5,1.5121544387234331,0.3231406060217826,0.625594688926111,1653.846573764649,0.0
42.37312851109726,0.5993965881927522,0.5,1.5380724923243563,0.30807854401600704,6.094068955061482,1651.9903251816088,0.0
44.53041461550073,0.7430355497518284,0.5,1.5479539068463406,0.19888456234113966,2.1572861044034672,1796.5248896566002,0.0
45.33553603561751,0.7147361370689741,0.5,1.573006635432598,0.2243609746198194,0.8051214201167732,1985.197615047379,0.0
52.13657075744992,0.6811275828880299,0.5,1.5812777412329593,0.25211292773615507,6.80103472183241,1918.039422791752,0.0
154.41570448821489,0.6811275828880299,0.4828972723994918,1.6358280657635216,0.25188909219940947,102.27913373076498,647.6025199886942,6476.025199886943
480.3453375398694,0.6811275828880299,0.48094677698603944,1.6420513087596684,0.2518260745666618,325.9296330516545,208.18355457341417,4163.6710914682835
515.5859518439447,0.6811275828880299,0.47487672002905007,1.6614210349005936,0.25158082566036816,35.24061430407528,193.95408165875216,5818.622449762566
584.2116077968878,0.6707742839505023,0.47487672002905007,1.6627917272904589,0.25996356598013326,68.62565595294316,188.28793941039874,5135.125620283602
637.6630061471085,0.6409349203268525,0.47487672002905007,1.657968753061328,0.2827029832765646,53.45139835022066,188.18717513013274,4704.67937825332
709.3337999627054,0.6409349203268525,0.49948043952640764,1.5704674938211771,0.2816570377268393,71.67079381559687,169.1728208033177,5639.094026777258
709.7336347043753,0.6810122204891097,0.49948043952640764,1.5829300804607669,0.25220533129323525,0.3998347416699479,183.16730877631505,5635.917193117386
846.6005871214097,0.6810122204891097,0.47767669291039727,1.6525072526907516,0.2517975332161656,136.8669524170344,153.5552913900845,5905.972745772482
884.843550097672,0.6810122204891097,0.5070137783746291,1.558903133878941,0.25212327350515346,38.24296297626233,146.91862741015802,6780.859726622678
939.7114262229979,0.7113143671762842,0.5070137783746291,1.554711109120335,0.22755932356812858,54.867876125325864,148.98190651328255,6384.938850569252
947.0405598080459,0.7113143671762842,0.52538056942645,1.5018117235916864,0.22777951703218915,7.32913358504796,147.8289376334076,7391.446881670381
1022.4736312148942,0.7070344401099515,0.52538056942645,1.5025358442810806,0.2312679321425995,75.43307140684828,146.7030496180799,6846.142315510396
1294.0835066365032,0.7068081958396607,0.52538056942645,1.5025648672487808,0.23145100069831326,271.609875421609,123.63962530688752,5409.233607176329
1325.9702490047305,0.6798914421264144,0.52538056942645,1.5000278797629465,0.2522729134063904,31.88674236822721,128.20800466631397,5279.153133318811
1418.338485058236,0.6871026017332833,0.52538056942645,1.5017964330848947,0.24688063592809076,92.36823605350556,126.90905716042828,4935.352222905544
1463.1346307129986,0.7216284832778327,0.52538056942645,1.4986334579943912,0.21917662083570877,44.796145654762604,129.85817974765118,4784.248727545044
1504.9867316498332,0.7216284832778327,0.5223194701328681,1.507120709529753,0.2191336377418019,41.85210093683462,126.24696010805796,5315.661478234019
1510.0316691558003,0.7216284832778327,0.5671103119674237,1.3815973900227148,0.21810912935587962,5.044937505967018,125.82517556098435,5960.139894993996
1547.1824367867662,0.7216284832778327,0.4979677827917426,1.5741699447409165,0.21821151168585107,37.150767630965966,122.80387584530345,6463.361886594919
1562.9819981509922,0.7071258569405023,0.4979677827917426,1.5826301798363585,0.23081377288927432,15.799561364226118,127.96052680622006,6398.026340311004
1620.716943491111,0.678080550770482,0.4979677827917426,1.58761937578075,0.2545041406588862,57.734945340118756,129.57228633525386,6170.108873107328
1662.4667380986746,0.704305071369417,0.4979677827917426,1.5837781049431663,0.23320585873967198,41.74979460756376,132.33347460489676,6015.157936586217
1673.2844238707903,0.6874201097443904,0.4979677827917426,1.5875828871391466,0.24711476167120947,10.817685772115693,137.45421673769562,5976.270292943288
1703.5830546351447,0.6565960067167489,0.4979677827917426,1.5828903871662379,0.2706807858452738,30.29863076435446,140.8795416261763,5869.980901090679
2000.3532877617467,0.6565960067167489,0.4448502109256537,1.765790483460109,0.2697480499536798,296.7702331266022,119.97880641802234,5499.028627492691
2009.6967343366193,0.6565960067167489,0.45266429529077684,1.7386818231563805,0.27027239804266023,9.343446574872644,119.42100306979926,5971.050153489963
2020.2045641520206,0.6420855474968048,0.45266429529077684,1.7380829650019136,0.28159567394083485,10.507829815401339,123.74984410610293,5939.992517092941
2226.417737768562,0.6420855474968048,0.43310694819636436,1.8090040242128125,0.28042318617070777,206.2131736165411,112.28800222292324,5838.976115592009
2278.171786835406,0.6619878337389231,0.43310694819636436,1.8049533001288964,0.2642368924504111,51.75404906684409,114.12659984128668,5706.329992064334
2408.863670255318,0.6619878337389231,0.4618942055836967,1.7067065492775182,0.2664610295021109,130.69188341991233,107.9347092583731,5811.868960066244
2522.383520110364,0.6619878337389231,0.4625320177005376,1.7045383668251353,0.2664899986024631,113.51984985504595,103.07710854594661,5946.756262266151
2538.45884820975,0.6509886128142204,0.4625320177005376,1.7041181165767505,0.2750939830947287,16.075328099386265,106.36374904562818,5909.097169201566
2563.3151019379325,0.6683525508535784,0.4625320177005376,1.7039616466001521,0.2613835654293573,24.856253728182253,109.23354669860105,5851.797144567914
2592.832605338176,0.6602821613207305,0.4625320177005376,1.7045880266619118,0.2678425598952045,29.51750340024352,111.84678844715827,5785.178712784049
2686.535627316471,0.6243677926484206,0.4625320177005376,1.6965759971838104,0.294766375892488,93.7030219782951,111.66797746434364,5583.398873217183
2741.4703971418676,0.6243677926484206,0.4900129185350899,1.5947036682737241,0.2935285473902954,54.934769825396636,109.43032622323263,5836.284065239074
2742.953838382492,0.6554830109855994,0.4900129185350899,1.609743222511824,0.2717532695834136,1.4834412406243327,113.01684904394483,5833.127692590701
2806.1825861086595,0.6554830109855994,0.4454369025432755,1.763897313564983,0.2706887056117115,63.22874772616734,110.4703597777675,6058.051987813056
2869.895933174022,0.6554830109855994,0.43166616567760535,1.8120008698881904,0.26947411508403285,63.7133470653624,108.01785399553881,6272.004425547416
2979.4615556942617,0.6554830109855994,0.4241637179238647,1.8383048860047786,0.2686344470527593,109.56562252023946,104.0456451950156,6376.99115711386
3012.112831538607,0.6381922957049401,0.4241637179238647,1.8421347955883574,0.2827045077917324,32.65127584434565,106.23772009573233,6307.864630684107
